tag,role,core,readers,lines,iters,min,p50,p95,p99,max,avg
lines=1,writer,0,127,1,20000,3282,4204,4966,5502,280108,4461.3
lines=1,reader,1,127,1,20000,526,970,1360,1674,156096,997.9
lines=1,reader,2,127,1,20000,536,976,1376,1692,13370,1000.8
lines=1,reader,3,127,1,20000,514,966,1372,1674,18762,988.9
lines=1,reader,4,127,1,20000,524,966,1362,1660,21630,990.1
lines=1,reader,5,127,1,20000,534,968,1366,1676,20664,991.6
lines=1,reader,6,127,1,20000,534,962,1360,1684,15460,983.8
lines=1,reader,7,127,1,20000,522,964,1360,1672,20626,988.0
lines=1,reader,8,127,1,20000,534,970,1364,1692,21500,992.6
lines=1,reader,9,127,1,20000,514,964,1366,1674,20502,989.3
lines=1,reader,10,127,1,20000,524,962,1358,1680,20398,982.1
lines=1,reader,11,127,1,20000,530,962,1358,1656,14028,982.7
lines=1,reader,12,127,1,20000,528,960,1360,1680,17552,984.7
lines=1,reader,13,127,1,20000,534,958,1358,1662,22250,979.5
lines=1,reader,14,127,1,20000,530,960,1364,1674,18100,982.8
lines=1,reader,15,127,1,20000,528,962,1358,1672,18944,984.5
lines=1,reader,16,127,1,20000,534,960,1364,1674,19712,982.4
lines=1,reader,17,127,1,20000,536,960,1364,1676,21680,981.8
lines=1,reader,18,127,1,20000,530,960,1366,1664,19332,982.8
lines=1,reader,19,127,1,20000,536,958,1366,1696,14648,979.0
lines=1,reader,20,127,1,20000,538,966,1370,1682,21560,988.7
lines=1,reader,21,127,1,20000,536,958,1362,1670,14864,980.3
lines=1,reader,22,127,1,20000,538,960,1366,1674,15592,983.4
lines=1,reader,23,127,1,20000,516,952,1362,1676,19524,975.3
lines=1,reader,24,127,1,20000,532,962,1364,1684,13942,981.4
lines=1,reader,25,127,1,20000,532,966,1364,1680,15848,983.2
lines=1,reader,26,127,1,20000,526,954,1374,1698,18160,980.6
lines=1,reader,27,127,1,20000,530,956,1358,1676,14440,977.4
lines=1,reader,28,127,1,20000,530,960,1364,1696,12940,981.8
lines=1,reader,29,127,1,20000,516,958,1358,1680,15134,978.2
lines=1,reader,30,127,1,20000,528,958,1362,1682,16872,979.8
lines=1,reader,31,127,1,20000,532,956,1362,1694,15250,976.7
lines=1,reader,32,127,1,20000,706,1628,1972,2342,22706,1625.0
lines=1,reader,33,127,1,20000,678,1628,1972,2338,24076,1622.6
lines=1,reader,34,127,1,20000,702,1622,1968,2340,24596,1619.2
lines=1,reader,35,127,1,20000,690,1620,1972,2340,22948,1619.5
lines=1,reader,36,127,1,20000,702,1628,1970,2352,20964,1623.3
lines=1,reader,37,127,1,20000,650,1618,1968,2338,22856,1614.1
lines=1,reader,38,127,1,20000,714,1618,1968,2370,23996,1616.3
lines=1,reader,39,127,1,20000,676,1616,1964,2334,21358,1612.8
lines=1,reader,40,127,1,20000,686,1618,1966,2354,24652,1613.9
lines=1,reader,41,127,1,20000,620,1622,1968,2350,24400,1619.5
lines=1,reader,42,127,1,20000,712,1616,1966,2342,23240,1613.8
lines=1,reader,43,127,1,20000,700,1616,1958,2348,23932,1611.8
lines=1,reader,44,127,1,20000,698,1620,1964,2354,24176,1613.8
lines=1,reader,45,127,1,20000,716,1614,1960,2344,17860,1607.9
lines=1,reader,46,127,1,20000,694,1616,1964,2332,19738,1615.1
lines=1,reader,47,127,1,20000,702,1616,1964,2342,22216,1611.4
lines=1,reader,48,127,1,20000,698,1620,1964,2328,21432,1614.2
lines=1,reader,49,127,1,20000,686,1614,1964,2352,19144,1611.5
lines=1,reader,50,127,1,20000,702,1618,1970,2360,23780,1615.0
lines=1,reader,51,127,1,20000,702,1622,1972,2346,24114,1619.8
lines=1,reader,52,127,1,20000,690,1616,1964,2340,22930,1609.9
lines=1,reader,53,127,1,20000,690,1616,1962,2350,22960,1611.7
lines=1,reader,54,127,1,20000,706,1618,1970,2354,18830,1613.1
lines=1,reader,55,127,1,20000,698,1616,1966,2328,22118,1610.7
lines=1,reader,56,127,1,20000,636,1618,1966,2356,23662,1614.8
lines=1,reader,57,127,1,20000,634,1610,1962,2332,170924,1616.3
lines=1,reader,58,127,1,20000,706,1612,1960,2342,19336,1607.7
lines=1,reader,59,127,1,20000,718,1616,1966,2322,24504,1612.7
lines=1,reader,60,127,1,20000,710,1616,1962,2334,19394,1611.5
lines=1,reader,61,127,1,20000,638,1614,1962,2336,23304,1610.8
lines=1,reader,62,127,1,20000,700,1620,1966,2332,22470,1613.2
lines=1,reader,63,127,1,20000,696,1614,1966,2342,22550,1611.0
lines=1,reader,64,127,1,20000,422,466,496,1126,11312,488.8
lines=1,reader,65,127,1,20000,530,970,1360,1670,15636,990.0
lines=1,reader,66,127,1,20000,530,976,1374,1692,13576,1000.6
lines=1,reader,67,127,1,20000,532,966,1372,1676,19860,989.0
lines=1,reader,68,127,1,20000,530,966,1364,1658,21852,990.3
lines=1,reader,69,127,1,20000,536,968,1366,1670,21564,991.1
lines=1,reader,70,127,1,20000,524,962,1360,1686,15424,983.9
lines=1,reader,71,127,1,20000,524,962,1360,1668,18088,986.0
lines=1,reader,72,127,1,20000,528,972,1364,1692,21510,993.4
lines=1,reader,73,127,1,20000,522,964,1366,1672,18780,989.7
lines=1,reader,74,127,1,20000,534,962,1360,1680,19428,982.1
lines=1,reader,75,127,1,20000,528,962,1360,1656,13268,983.5
lines=1,reader,76,127,1,20000,528,960,1360,1680,14980,984.4
lines=1,reader,77,127,1,20000,528,958,1358,1660,22236,981.0
lines=1,reader,78,127,1,20000,528,962,1362,1672,18134,982.9
lines=1,reader,79,127,1,20000,522,962,1358,1674,18916,984.6
lines=1,reader,80,127,1,20000,528,960,1364,1680,19726,981.8
lines=1,reader,81,127,1,20000,540,960,1364,1672,21614,982.0
lines=1,reader,82,127,1,20000,530,960,1366,1666,16032,982.3
lines=1,reader,83,127,1,20000,534,958,1366,1692,14640,978.8
lines=1,reader,84,127,1,20000,538,966,1368,1688,20916,988.9
lines=1,reader,85,127,1,20000,530,958,1362,1664,16330,980.3
lines=1,reader,86,127,1,20000,532,960,1368,1666,15412,983.2
lines=1,reader,87,127,1,20000,530,952,1362,1672,14210,975.5
lines=1,reader,88,127,1,20000,536,962,1364,1680,13928,982.3
lines=1,reader,89,127,1,20000,526,966,1366,1678,15794,984.4
lines=1,reader,90,127,1,20000,532,954,1374,1692,11288,977.7
lines=1,reader,91,127,1,20000,526,956,1360,1682,14450,977.6
lines=1,reader,92,127,1,20000,536,958,1366,1698,12928,982.0
lines=1,reader,93,127,1,20000,524,958,1358,1684,14906,978.1
lines=1,reader,94,127,1,20000,530,958,1362,1690,20812,980.5
lines=1,reader,95,127,1,20000,532,956,1364,1694,14724,977.7
lines=1,reader,96,127,1,20000,712,1626,1972,2346,23342,1626.2
lines=1,reader,97,127,1,20000,684,1628,1974,2340,23438,1623.0
lines=1,reader,98,127,1,20000,708,1622,1968,2336,24122,1618.3
lines=1,reader,99,127,1,20000,684,1622,1972,2334,22512,1619.6
lines=1,reader,100,127,1,20000,708,1626,1970,2352,20936,1623.5
lines=1,reader,101,127,1,20000,656,1618,1968,2338,22800,1614.8
lines=1,reader,102,127,1,20000,716,1618,1968,2368,24632,1616.1
lines=1,reader,103,127,1,20000,686,1616,1964,2334,22594,1613.0
lines=1,reader,104,127,1,20000,670,1620,1964,2354,24664,1613.8
lines=1,reader,105,127,1,20000,614,1622,1966,2352,24390,1619.1
lines=1,reader,106,127,1,20000,706,1616,1966,2344,23626,1614.3
lines=1,reader,107,127,1,20000,704,1616,1960,2354,23918,1612.4
lines=1,reader,108,127,1,20000,704,1618,1964,2354,23596,1614.0
lines=1,reader,109,127,1,20000,710,1614,1960,2344,21724,1608.1
lines=1,reader,110,127,1,20000,688,1616,1964,2334,21570,1614.3
lines=1,reader,111,127,1,20000,708,1614,1964,2338,22200,1611.5
lines=1,reader,112,127,1,20000,694,1620,1966,2330,22994,1614.6
lines=1,reader,113,127,1,20000,692,1616,1964,2352,19358,1611.4
lines=1,reader,114,127,1,20000,696,1620,1968,2356,23774,1614.2
lines=1,reader,115,127,1,20000,708,1622,1970,2340,24124,1619.9
lines=1,reader,116,127,1,20000,696,1614,1964,2338,23488,1609.5
lines=1,reader,117,127,1,20000,690,1616,1962,2352,23076,1611.9
lines=1,reader,118,127,1,20000,712,1618,1972,2350,22148,1614.4
lines=1,reader,119,127,1,20000,698,1616,1966,2326,22306,1610.7
lines=1,reader,120,127,1,20000,630,1620,1966,2352,23726,1614.9
lines=1,reader,121,127,1,20000,628,1610,1960,2336,22978,1608.6
lines=1,reader,122,127,1,20000,700,1612,1960,2342,22616,1607.8
lines=1,reader,123,127,1,20000,716,1616,1966,2328,23490,1613.6
lines=1,reader,124,127,1,20000,704,1616,1964,2332,23264,1611.9
lines=1,reader,125,127,1,20000,632,1614,1964,2338,23314,1611.4
lines=1,reader,126,127,1,20000,694,1620,1968,2330,22494,1614.3
lines=1,reader,127,127,1,20000,702,1616,1968,2350,22574,1612.0
lines=2,writer,0,127,2,20000,3444,5048,5842,6356,167198,5204.0
lines=2,reader,1,127,2,20000,538,1068,1538,1834,9968,1093.6
lines=2,reader,2,127,2,20000,564,1074,1544,1832,10866,1100.2
lines=2,reader,3,127,2,20000,560,1068,1546,1832,10022,1095.6
lines=2,reader,4,127,2,20000,548,1070,1540,1836,10200,1097.2
lines=2,reader,5,127,2,20000,542,1074,1546,1832,10974,1101.2
lines=2,reader,6,127,2,20000,536,1068,1536,1836,9988,1095.3
lines=2,reader,7,127,2,20000,562,1070,1544,1836,10598,1097.0
lines=2,reader,8,127,2,20000,558,1070,1554,1846,10082,1098.2
lines=2,reader,9,127,2,20000,562,1070,1540,1848,10554,1097.1
lines=2,reader,10,127,2,20000,538,1064,1540,1838,10018,1092.0
lines=2,reader,11,127,2,20000,554,1064,1536,1840,10850,1091.7
lines=2,reader,12,127,2,20000,548,1074,1546,1842,11208,1103.3
lines=2,reader,13,127,2,20000,536,1068,1544,1834,10832,1094.8
lines=2,reader,14,127,2,20000,536,1066,1540,1826,10932,1094.1
lines=2,reader,15,127,2,20000,550,1066,1548,1836,10042,1092.5
lines=2,reader,16,127,2,20000,548,1074,1550,1838,10032,1101.2
lines=2,reader,17,127,2,20000,544,1076,1542,1842,10502,1102.8
lines=2,reader,18,127,2,20000,542,1074,1548,1846,9852,1101.3
lines=2,reader,19,127,2,20000,566,1074,1544,1842,10168,1101.7
lines=2,reader,20,127,2,20000,554,1076,1550,1846,11216,1102.9
lines=2,reader,21,127,2,20000,546,1074,1540,1842,10906,1101.2
lines=2,reader,22,127,2,20000,548,1074,1552,1842,10834,1102.7
lines=2,reader,23,127,2,20000,546,1070,1536,1834,10614,1096.7
lines=2,reader,24,127,2,20000,552,1074,1546,1848,9982,1101.6
lines=2,reader,25,127,2,20000,546,1074,1550,1838,10418,1102.6
lines=2,reader,26,127,2,20000,536,1070,1542,1842,10072,1097.8
lines=2,reader,27,127,2,20000,550,1070,1548,1846,10052,1099.7
lines=2,reader,28,127,2,20000,552,1074,1550,1852,10724,1102.9
lines=2,reader,29,127,2,20000,550,1070,1542,1842,11186,1096.4
lines=2,reader,30,127,2,20000,558,1072,1546,1834,10936,1099.1
lines=2,reader,31,127,2,20000,552,1074,1544,1850,11090,1101.7
lines=2,reader,32,127,2,20000,872,1618,2062,2350,16666,1650.2
lines=2,reader,33,127,2,20000,646,1622,2062,2372,19044,1651.3
lines=2,reader,34,127,2,20000,806,1614,2058,2348,14236,1646.0
lines=2,reader,35,127,2,20000,884,1616,2054,2342,13262,1645.5
lines=2,reader,36,127,2,20000,884,1620,2060,2354,15212,1649.8
lines=2,reader,37,127,2,20000,878,1616,2058,2352,63352,1649.1
lines=2,reader,38,127,2,20000,804,1614,2054,2344,20536,1645.3
lines=2,reader,39,127,2,20000,826,1618,2060,2362,14496,1646.6
lines=2,reader,40,127,2,20000,836,1616,2054,2346,19098,1644.0
lines=2,reader,41,127,2,20000,802,1620,2058,2368,15110,1648.2
lines=2,reader,42,127,2,20000,874,1622,2056,2364,19102,1648.4
lines=2,reader,43,127,2,20000,864,1612,2058,2370,14524,1641.8
lines=2,reader,44,127,2,20000,912,1620,2056,2362,19582,1649.1
lines=2,reader,45,127,2,20000,934,1618,2054,2336,16692,1644.3
lines=2,reader,46,127,2,20000,848,1614,2052,2356,17884,1644.0
lines=2,reader,47,127,2,20000,678,1612,2056,2352,11696,1641.5
lines=2,reader,48,127,2,20000,862,1620,2060,2358,15098,1648.1
lines=2,reader,49,127,2,20000,852,1620,2062,2368,13356,1648.9
lines=2,reader,50,127,2,20000,836,1622,2060,2376,20984,1652.8
lines=2,reader,51,127,2,20000,760,1622,2064,2370,15118,1651.2
lines=2,reader,52,127,2,20000,850,1616,2056,2364,15038,1647.1
lines=2,reader,53,127,2,20000,910,1622,2056,2350,13348,1649.4
lines=2,reader,54,127,2,20000,906,1622,2064,2348,14468,1651.4
lines=2,reader,55,127,2,20000,950,1620,2058,2350,19592,1648.9
lines=2,reader,56,127,2,20000,890,1622,2062,2370,21300,1652.2
lines=2,reader,57,127,2,20000,816,1614,2054,2330,99050,1648.1
lines=2,reader,58,127,2,20000,886,1618,2058,2334,14978,1644.4
lines=2,reader,59,127,2,20000,890,1618,2060,2356,13938,1649.1
lines=2,reader,60,127,2,20000,922,1618,2058,2360,14828,1645.5
lines=2,reader,61,127,2,20000,836,1618,2054,2360,12996,1646.8
lines=2,reader,62,127,2,20000,862,1620,2062,2356,14078,1650.9
lines=2,reader,63,127,2,20000,788,1620,2064,2354,14556,1648.6
lines=2,reader,64,127,2,20000,430,824,1294,1654,9924,818.2
lines=2,reader,65,127,2,20000,532,1068,1538,1834,9984,1093.8
lines=2,reader,66,127,2,20000,570,1072,1544,1830,10952,1100.3
lines=2,reader,67,127,2,20000,554,1068,1544,1836,10008,1095.5
lines=2,reader,68,127,2,20000,542,1070,1542,1836,13014,1098.4
lines=2,reader,69,127,2,20000,536,1074,1546,1830,11186,1101.4
lines=2,reader,70,127,2,20000,542,1068,1538,1838,9914,1095.4
lines=2,reader,71,127,2,20000,556,1070,1544,1840,10412,1097.0
lines=2,reader,72,127,2,20000,560,1070,1556,1842,10858,1098.5
lines=2,reader,73,127,2,20000,558,1070,1540,1848,10530,1097.6
lines=2,reader,74,127,2,20000,544,1064,1538,1840,10026,1092.0
lines=2,reader,75,127,2,20000,558,1064,1536,1838,10864,1091.8
lines=2,reader,76,127,2,20000,554,1074,1550,1842,11066,1103.4
lines=2,reader,77,127,2,20000,538,1066,1542,1832,9958,1094.7
lines=2,reader,78,127,2,20000,530,1066,1540,1830,10878,1094.3
lines=2,reader,79,127,2,20000,544,1066,1546,1840,12162,1093.0
lines=2,reader,80,127,2,20000,542,1074,1550,1836,15536,1101.7
lines=2,reader,81,127,2,20000,546,1076,1542,1846,10516,1102.8
lines=2,reader,82,127,2,20000,548,1074,1550,1842,9860,1101.4
lines=2,reader,83,127,2,20000,560,1074,1542,1840,10194,1101.8
lines=2,reader,84,127,2,20000,552,1076,1550,1844,11206,1103.0
lines=2,reader,85,127,2,20000,552,1072,1544,1844,9880,1101.2
lines=2,reader,86,127,2,20000,540,1074,1550,1844,10036,1102.7
lines=2,reader,87,127,2,20000,542,1070,1536,1832,10676,1096.6
lines=2,reader,88,127,2,20000,558,1074,1546,1842,9990,1101.5
lines=2,reader,89,127,2,20000,552,1074,1548,1836,10098,1102.5
lines=2,reader,90,127,2,20000,544,1072,1540,1838,10058,1097.8
lines=2,reader,91,127,2,20000,544,1072,1550,1842,12084,1099.9
lines=2,reader,92,127,2,20000,546,1074,1550,1854,9790,1102.8
lines=2,reader,93,127,2,20000,544,1070,1544,1844,11032,1096.9
lines=2,reader,94,127,2,20000,564,1074,1546,1832,10850,1099.2
lines=2,reader,95,127,2,20000,558,1074,1542,1852,10970,1101.8
lines=2,reader,96,127,2,20000,866,1620,2062,2354,14558,1649.5
lines=2,reader,97,127,2,20000,686,1622,2062,2366,21178,1651.4
lines=2,reader,98,127,2,20000,812,1614,2060,2344,14244,1646.4
lines=2,reader,99,127,2,20000,878,1616,2056,2340,13270,1645.2
lines=2,reader,100,127,2,20000,890,1622,2060,2354,14736,1649.9
lines=2,reader,101,127,2,20000,872,1616,2056,2356,13256,1645.9
lines=2,reader,102,127,2,20000,798,1616,2054,2338,21212,1644.6
lines=2,reader,103,127,2,20000,820,1618,2060,2366,14606,1647.1
lines=2,reader,104,127,2,20000,830,1616,2056,2348,19014,1644.0
lines=2,reader,105,127,2,20000,796,1620,2056,2370,15118,1648.3
lines=2,reader,106,127,2,20000,868,1622,2056,2364,19092,1648.6
lines=2,reader,107,127,2,20000,872,1612,2056,2366,14534,1641.9
lines=2,reader,108,127,2,20000,904,1620,2058,2358,20268,1649.6
lines=2,reader,109,127,2,20000,928,1616,2054,2340,16668,1644.4
lines=2,reader,110,127,2,20000,842,1614,2052,2352,19120,1644.4
lines=2,reader,111,127,2,20000,686,1614,2054,2350,12184,1641.8
lines=2,reader,112,127,2,20000,868,1620,2060,2358,15088,1648.5
lines=2,reader,113,127,2,20000,858,1618,2062,2364,12868,1648.5
lines=2,reader,114,127,2,20000,830,1622,2060,2372,20948,1652.8
lines=2,reader,115,127,2,20000,768,1622,2064,2370,20730,1652.4
lines=2,reader,116,127,2,20000,844,1618,2056,2366,15048,1647.7
lines=2,reader,117,127,2,20000,912,1622,2058,2344,13368,1649.5
lines=2,reader,118,127,2,20000,912,1622,2062,2354,14430,1651.9
lines=2,reader,119,127,2,20000,960,1620,2058,2350,12998,1648.1
lines=2,reader,120,127,2,20000,884,1622,2062,2370,19948,1652.2
lines=2,reader,121,127,2,20000,810,1614,2054,2334,12684,1643.2
lines=2,reader,122,127,2,20000,892,1616,2060,2338,20562,1645.4
lines=2,reader,123,127,2,20000,896,1620,2064,2358,13930,1648.8
lines=2,reader,124,127,2,20000,928,1618,2056,2356,13674,1645.4
lines=2,reader,125,127,2,20000,844,1616,2052,2362,13008,1646.6
lines=2,reader,126,127,2,20000,868,1622,2062,2358,14090,1651.5
lines=2,reader,127,127,2,20000,782,1618,2064,2358,14564,1648.5
lines=4,writer,0,127,4,20000,3640,4968,5992,7372,254968,5233.6
lines=4,reader,1,127,4,20000,718,1844,3478,4048,13472,2043.5
lines=4,reader,2,127,4,20000,714,1870,3490,4034,13698,2058.5
lines=4,reader,3,127,4,20000,720,1858,3482,4076,13088,2050.5
lines=4,reader,4,127,4,20000,706,1852,3482,4040,13884,2045.7
lines=4,reader,5,127,4,20000,658,1860,3488,4040,12990,2051.8
lines=4,reader,6,127,4,20000,714,1858,3488,4042,13058,2047.9
lines=4,reader,7,127,4,20000,626,1834,3474,4024,12414,2035.0
lines=4,reader,8,127,4,20000,704,1830,3478,4024,14246,2034.3
lines=4,reader,9,127,4,20000,714,1806,3470,4030,14528,2018.7
lines=4,reader,10,127,4,20000,698,1788,3472,4016,71250,2014.2
lines=4,reader,11,127,4,20000,716,1804,3472,4028,12304,2015.7
lines=4,reader,12,127,4,20000,722,1818,3472,4042,51536,2031.4
lines=4,reader,13,127,4,20000,702,1800,3478,4076,33132,2020.0
lines=4,reader,14,127,4,20000,690,1796,3468,4034,29482,2017.1
lines=4,reader,15,127,4,20000,694,1798,3472,4046,30048,2016.2
lines=4,reader,16,127,4,20000,704,1842,3472,4052,57568,2038.3
lines=4,reader,17,127,4,20000,702,1838,3474,4028,32522,2034.3
lines=4,reader,18,127,4,20000,680,1834,3490,4040,63048,2037.8
lines=4,reader,19,127,4,20000,726,1842,3472,4002,59970,2039.2
lines=4,reader,20,127,4,20000,718,1852,3482,4030,21424,2044.4
lines=4,reader,21,127,4,20000,706,1826,3480,4012,73310,2033.0
lines=4,reader,22,127,4,20000,678,1822,3474,4026,65058,2032.5
lines=4,reader,23,127,4,20000,712,1806,3472,4026,37846,2016.2
lines=4,reader,24,127,4,20000,684,1798,3470,4018,31104,2012.6
lines=4,reader,25,127,4,20000,666,1784,3466,4010,40124,2003.2
lines=4,reader,26,127,4,20000,690,1816,3464,4004,35558,2020.1
lines=4,reader,27,127,4,20000,704,1784,3482,4042,42550,2000.0
lines=4,reader,28,127,4,20000,678,1772,3466,4016,40022,1996.8
lines=4,reader,29,127,4,20000,696,1770,3464,4052,75164,1998.7
lines=4,reader,30,127,4,20000,680,1776,3456,3996,13854,1992.4
lines=4,reader,31,127,4,20000,702,1768,3460,4060,44792,1998.0
lines=4,reader,32,127,4,20000,1090,2250,3322,4390,80684,2330.5
lines=4,reader,33,127,4,20000,1140,2244,3298,4390,14004,2321.6
lines=4,reader,34,127,4,20000,1116,2238,3298,4346,13712,2315.2
lines=4,reader,35,127,4,20000,1136,2232,3298,4366,20782,2313.1
lines=4,reader,36,127,4,20000,984,2250,3302,4388,15312,2326.7
lines=4,reader,37,127,4,20000,1054,2242,3300,4392,22088,2321.8
lines=4,reader,38,127,4,20000,1058,2280,3364,4370,21606,2358.4
lines=4,reader,39,127,4,20000,1044,2266,3356,4374,13202,2348.4
lines=4,reader,40,127,4,20000,1084,2296,3364,4390,20532,2377.6
lines=4,reader,41,127,4,20000,1106,2302,3364,4372,16792,2379.0
lines=4,reader,42,127,4,20000,1108,2248,3288,4394,16752,2327.5
lines=4,reader,43,127,4,20000,1166,2242,3296,4350,16054,2324.5
lines=4,reader,44,127,4,20000,1062,2242,3292,4350,16696,2324.1
lines=4,reader,45,127,4,20000,1174,2242,3302,4368,15298,2324.8
lines=4,reader,46,127,4,20000,1156,2246,3292,4378,17084,2324.8
lines=4,reader,47,127,4,20000,1088,2240,3290,4366,18194,2321.2
lines=4,reader,48,127,4,20000,1196,2250,3304,4336,15390,2330.5
lines=4,reader,49,127,4,20000,1144,2256,3308,4352,15696,2335.3
lines=4,reader,50,127,4,20000,1172,2246,3274,4384,13676,2325.8
lines=4,reader,51,127,4,20000,1144,2244,3298,4398,15038,2327.6
lines=4,reader,52,127,4,20000,1166,2250,3294,4346,14526,2328.7
lines=4,reader,53,127,4,20000,1134,2246,3308,4370,17048,2331.8
lines=4,reader,54,127,4,20000,1174,2240,3290,4368,22052,2325.3
lines=4,reader,55,127,4,20000,1140,2248,3266,4362,22830,2325.9
lines=4,reader,56,127,4,20000,1182,2240,3294,4356,16968,2324.1
lines=4,reader,57,127,4,20000,1078,2244,3286,4386,17512,2324.6
lines=4,reader,58,127,4,20000,1134,2244,3286,4398,15638,2323.4
lines=4,reader,59,127,4,20000,1196,2242,3284,4352,14922,2324.9
lines=4,reader,60,127,4,20000,1074,2244,3282,4336,20856,2327.0
lines=4,reader,61,127,4,20000,1130,2248,3296,4378,15894,2329.7
lines=4,reader,62,127,4,20000,1120,2244,3280,4346,20938,2325.1
lines=4,reader,63,127,4,20000,1140,2234,3278,4340,15604,2317.1
lines=4,reader,64,127,4,20000,460,966,2992,3598,12096,1241.1
lines=4,reader,65,127,4,20000,720,1846,3476,4042,13466,2043.7
lines=4,reader,66,127,4,20000,720,1872,3490,4036,16396,2059.0
lines=4,reader,67,127,4,20000,714,1858,3482,4082,13082,2051.5
lines=4,reader,68,127,4,20000,698,1852,3482,4036,14082,2045.7
lines=4,reader,69,127,4,20000,686,1860,3486,4046,15834,2051.9
lines=4,reader,70,127,4,20000,716,1858,3488,4044,18356,2047.9
lines=4,reader,71,127,4,20000,620,1832,3472,4032,17606,2034.6
lines=4,reader,72,127,4,20000,694,1828,3478,4030,16436,2033.8
lines=4,reader,73,127,4,20000,704,1806,3472,4030,17686,2019.1
lines=4,reader,74,127,4,20000,708,1790,3466,4006,12420,2011.8
lines=4,reader,75,127,4,20000,710,1806,3474,4030,18260,2017.0
lines=4,reader,76,127,4,20000,708,1816,3472,4040,14720,2028.5
lines=4,reader,77,127,4,20000,712,1800,3476,4082,16524,2019.3
lines=4,reader,78,127,4,20000,684,1796,3466,4042,15422,2015.9
lines=4,reader,79,127,4,20000,706,1798,3470,4040,13520,2015.1
lines=4,reader,80,127,4,20000,696,1842,3476,4058,12232,2036.7
lines=4,reader,81,127,4,20000,680,1836,3474,4032,12560,2033.6
lines=4,reader,82,127,4,20000,686,1840,3490,4034,13324,2035.6
lines=4,reader,83,127,4,20000,722,1840,3472,4014,12966,2036.3
lines=4,reader,84,127,4,20000,712,1852,3482,4032,12050,2040.9
lines=4,reader,85,127,4,20000,700,1826,3478,3996,13948,2029.0
lines=4,reader,86,127,4,20000,668,1822,3476,4024,13974,2029.2
lines=4,reader,87,127,4,20000,704,1808,3474,4032,13836,2015.0
lines=4,reader,88,127,4,20000,690,1798,3468,4016,12404,2011.0
lines=4,reader,89,127,4,20000,642,1780,3468,4014,13876,2001.6
lines=4,reader,90,127,4,20000,700,1816,3464,4006,12396,2018.1
lines=4,reader,91,127,4,20000,694,1782,3482,4042,254260,2010.9
lines=4,reader,92,127,4,20000,686,1774,3464,4010,12186,1994.1
lines=4,reader,93,127,4,20000,690,1770,3468,4046,14780,1995.3
lines=4,reader,94,127,4,20000,690,1776,3458,4002,13864,1993.5
lines=4,reader,95,127,4,20000,696,1768,3460,4060,12896,1996.1
lines=4,reader,96,127,4,20000,1080,2250,3320,4380,13438,2326.7
lines=4,reader,97,127,4,20000,1150,2244,3296,4390,16282,2321.7
lines=4,reader,98,127,4,20000,1112,2240,3300,4344,13718,2315.5
lines=4,reader,99,127,4,20000,1144,2232,3298,4364,21984,2314.3
lines=4,reader,100,127,4,20000,974,2250,3304,4386,15302,2327.0
lines=4,reader,101,127,4,20000,1064,2242,3300,4380,21134,2321.3
lines=4,reader,102,127,4,20000,1066,2282,3362,4364,21598,2358.8
lines=4,reader,103,127,4,20000,1032,2268,3360,4376,13174,2350.2
lines=4,reader,104,127,4,20000,1092,2296,3358,4384,20526,2378.0
lines=4,reader,105,127,4,20000,1116,2304,3364,4364,16296,2379.1
lines=4,reader,106,127,4,20000,1114,2250,3292,4386,16746,2328.0
lines=4,reader,107,127,4,20000,1160,2242,3296,4350,13458,2324.1
lines=4,reader,108,127,4,20000,1068,2244,3298,4348,16702,2325.1
lines=4,reader,109,127,4,20000,1178,2242,3296,4360,15308,2324.3
lines=4,reader,110,127,4,20000,1158,2246,3302,4374,13604,2325.1
lines=4,reader,111,127,4,20000,1082,2240,3294,4370,16796,2320.7
lines=4,reader,112,127,4,20000,1158,2250,3304,4342,14392,2331.2
lines=4,reader,113,127,4,20000,1154,2256,3302,4354,15264,2334.4
lines=4,reader,114,127,4,20000,1180,2246,3274,4386,12922,2325.4
lines=4,reader,115,127,4,20000,1152,2246,3296,4388,14466,2326.3
lines=4,reader,116,127,4,20000,1176,2252,3294,4346,14170,2329.6
lines=4,reader,117,127,4,20000,1142,2250,3306,4374,13506,2331.4
lines=4,reader,118,127,4,20000,1164,2242,3290,4372,21440,2325.8
lines=4,reader,119,127,4,20000,1150,2250,3268,4358,22840,2326.6
lines=4,reader,120,127,4,20000,1188,2242,3298,4362,16480,2325.2
lines=4,reader,121,127,4,20000,1086,2244,3284,4390,16788,2325.3
lines=4,reader,122,127,4,20000,1140,2246,3286,4396,14298,2323.7
lines=4,reader,123,127,4,20000,1188,2244,3288,4358,13326,2326.0
lines=4,reader,124,127,4,20000,1064,2244,3282,4336,20896,2326.2
lines=4,reader,125,127,4,20000,1124,2248,3300,4380,13482,2330.1
lines=4,reader,126,127,4,20000,1126,2246,3280,4344,22082,2325.4
lines=4,reader,127,127,4,20000,1132,2236,3280,4348,16494,2317.6
lines=8,writer,0,127,8,20000,3850,4846,6046,7958,190804,5166.3
lines=8,reader,1,127,8,20000,784,1758,2882,4220,22984,1870.7
lines=8,reader,2,127,8,20000,804,1756,2904,4226,21612,1871.6
lines=8,reader,3,127,8,20000,800,1756,2892,4202,22704,1870.7
lines=8,reader,4,127,8,20000,780,1754,2888,4200,21832,1869.5
