tag,role,core,readers,lines,iters,min,p50,p95,p99,max,avg
lines=128,reader,33,3,128,20000,3588,4302,38488,41712,50046,14635.5
lines=128,reader,34,3,128,20000,3558,4306,38476,41692,50234,14636.3
lines=256,writer,0,3,256,20000,7684,8742,63216,67004,136606,30830.6
lines=256,reader,32,3,256,20000,6678,7254,61962,65636,135388,29505.0
lines=256,reader,33,3,256,20000,6646,7252,61948,65666,135582,29505.3
lines=256,reader,34,3,256,20000,6610,7252,61960,65676,135540,29504.8
lines=512,writer,0,3,512,20000,13460,14316,157250,162818,257054,63962.5
lines=512,reader,32,3,512,20000,12556,13122,156106,161658,255882,62785.2
lines=512,reader,33,3,512,20000,12552,13122,156130,161638,255690,62784.1
lines=512,reader,34,3,512,20000,12560,13122,156114,161616,255836,62779.4
lines=1024,writer,0,3,1024,20000,22420,220008,316432,323728,897914,167670.9
lines=1024,reader,32,3,1024,20000,21542,219100,315446,322662,896898,166634.0
lines=1024,reader,33,3,1024,20000,21530,218302,315490,322718,896646,166630.4
lines=1024,reader,34,3,1024,20000,21486,218404,315458,322702,896938,166623.2
lines=2048,writer,0,3,2048,20000,40096,48502,464504,474030,1016208,176034.8
lines=2048,reader,32,3,2048,20000,39268,47310,463396,472756,1015232,174854.3
lines=2048,reader,33,3,2048,20000,39342,47310,463412,472848,1015274,174851.9
lines=2048,reader,34,3,2048,20000,39294,47310,463378,472768,1015080,174841.7
lines=4096,writer,0,3,4096,20000,71530,80286,1173616,1199396,1703874,268055.7
lines=4096,reader,32,3,4096,20000,70206,79060,1172436,1198196,1702820,266806.1
lines=4096,reader,33,3,4096,20000,70164,79044,1172370,1198204,1702566,266794.5
lines=4096,reader,34,3,4096,20000,70206,79042,1172320,1198134,1702844,266788.9
lines=8192,writer,0,3,8192,20000,138656,144822,233890,301588,5334174,166288.8
lines=8192,reader,32,3,8192,20000,137098,143548,232614,300180,5332840,165006.5
lines=8192,reader,33,3,8192,20000,136976,143534,232620,300280,5332798,164997.2
lines=8192,reader,34,3,8192,20000,137132,143534,232626,300268,5332792,164995.1
lines=16384,writer,0,3,16384,20000,245504,261306,342610,437964,1540972,280920.2
lines=16384,reader,32,3,16384,20000,244352,260028,341232,436592,1536070,279655.9
lines=16384,reader,33,3,16384,20000,244320,260010,341216,436562,1535892,279649.9
lines=16384,reader,34,3,16384,20000,244234,260036,341188,436550,1536110,279651.5
lines=32768,writer,0,3,32768,20000,501260,536082,607888,658314,5122150,543755.0
lines=32768,reader,32,3,32768,20000,499902,534704,606368,656900,5120686,542335.3
lines=32768,reader,33,3,32768,20000,499956,534660,606370,656898,5120726,542328.8
lines=32768,reader,34,3,32768,20000,499912,534688,606368,656942,5120570,542336.9
lines=65536,writer,0,3,65536,20000,961290,1019132,1089902,1775284,9824516,1037372.4
lines=65536,reader,32,3,65536,20000,959946,1017868,1088364,1774004,9818474,1036076.2
lines=65536,reader,33,3,65536,20000,959892,1017848,1088352,1774026,9818762,1036066.5
lines=65536,reader,34,3,65536,20000,959898,1017854,1088310,1774042,9818816,1036064.7
lines=131072,writer,0,3,131072,20000,1923414,1980098,2038480,2108200,22389254,1985729.9
lines=131072,reader,32,3,131072,20000,1922060,1978718,2037066,2106914,22387928,1984344.0
lines=131072,reader,33,3,131072,20000,1922100,1978700,2037092,2106946,22387958,1984323.4
lines=131072,reader,34,3,131072,20000,1922052,1978690,2037076,2106830,22387934,1984322.5
lines=262144,writer,0,3,262144,20000,3814900,3884574,3939264,3993674,32187674,3895989.3
lines=262144,reader,32,3,262144,20000,3813364,3883180,3937736,3992282,32181100,3894528.0
lines=262144,reader,33,3,262144,20000,3813324,3883172,3937766,3992326,32181072,3894526.1
lines=262144,reader,34,3,262144,20000,3813306,3883164,3937812,3992110,32180850,3894533.8
lines=524288,writer,0,3,524288,20000,7777830,7858214,7942802,8519764,12746306,7876417.8
lines=524288,reader,32,3,524288,20000,7764362,7856828,7941294,8518516,12744982,7875002.2
lines=524288,reader,33,3,524288,20000,7764360,7856832,7941310,8518566,12744998,7875006.0
lines=524288,reader,34,3,524288,20000,7764320,7856820,7941314,8518572,12745014,7875001.5
